"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"BAALC",0.144227647070036,0.550199489533931,3.24764028676101,0.00219946302534166,0.491110447067948,-1.45039454263387
"RRAD",0.160712355781039,6.7010624886749,3.24522032299029,0.00221463526852361,0.491110447067948,-1.63061782025017
"TNRC6C-AS1",-0.0607373992494382,3.63879422895755,-3.24293755418528,0.0022290381377814,0.491110447067948,-1.49308794224989
"SEC16B",-0.0828817043858568,2.82186986810522,-3.2397428555158,0.00224934368475336,0.491110447067948,-1.46991142936984
"LINC01564",0.129658843344106,-1.12224659300285,3.23903487038278,0.00225386728950936,0.491110447067948,-1.56504024673958
"SERPINF1",0.102874331871134,6.65120961097301,3.22769700431847,0.00232749303571728,0.491110447067948,-1.67759964938567
"ALS2CR12",0.171041452866951,1.23964474521545,3.2112595679814,0.0024382855715692,0.491110447067948,-1.52148813042134
"IQUB",0.185770716231931,1.89394908743325,3.21076090478473,0.00244172340016619,0.491110447067948,-1.52481055816802
"MORN5",0.243847746056781,3.49926662321329,3.21051754748039,0.00244340279071253,0.491110447067948,-1.57505118039807
"C11orf74",0.135039328307644,3.10165058761409,3.20801807741987,0.00246071477338452,0.491110447067948,-1.56261167281029
"PACS1",-0.0391364209026266,6.27857388325231,-3.20065589092371,0.00251238347341782,0.491110447067948,-1.72751621262516
"LOC102723385",0.0863313879103018,0.344612372329821,3.19537141309194,0.00255010089258259,0.491110447067948,-1.57428362826582
"NRAV",0.110602922314134,4.40586183811419,3.18666406475222,0.00261341813588348,0.491110447067948,-1.67709645550734
"KIF9",0.112355170263226,4.42290317084226,3.17671873527102,0.00268755361559486,0.491110447067948,-1.70290230367109
"PPIAP30",0.158677410079938,-4.03820442142019,3.17301762451959,0.00271564637232098,0.491110447067948,-1.96602853518556
"RPS8",0.052027643689356,8.57002920790979,3.17079428314247,0.00273265537092809,0.491110447067948,-1.86303889587002
"LOC101927416",0.206367976425807,3.2047243478367,3.16608576617609,0.00276900898641287,0.491110447067948,-1.67251018194914
"HSPB11",0.0773857197029401,4.78456887161036,3.15468249049148,0.00285895176671318,0.491110447067948,-1.77591639178046
"LINC01571",0.23078875781304,0.625609718828545,3.15425973745444,0.00286233861659285,0.491110447067948,-1.65952613523092
"TMEM190",0.247483030153495,5.4859549409223,3.15412688330021,0.0028634037476055,0.491110447067948,-1.81088468837212
"LOC80078",-0.157339832536386,0.636570019645144,-3.15085412121649,0.00288976078887076,0.491110447067948,-1.67298421984395
"LOC101928973",0.246054237600754,-2.07507115665137,3.15064303519067,0.0028914685916465,0.491110447067948,-1.81224462560063
"DPCD",0.128573907218198,4.70381759593006,3.1359276674198,0.00301289793381723,0.491110447067948,-1.82020176888221
"FANK1",0.128787477458834,4.68707530612746,3.13031163941293,0.00306049544916987,0.491110447067948,-1.83294026549907
"CAPS",0.188216936778627,8.90562277507351,3.13015412660655,0.00306184057749878,0.491110447067948,-1.96985659076392
"MORN2",0.136183045044881,5.3107407476824,3.12463942765422,0.00310928769879936,0.491110447067948,-1.88130595730061
"LOC101927691",-0.107525640760088,-0.690474408140989,-3.12249192192011,0.00312795100899811,0.491110447067948,-1.79451041694261
"SYNPR-AS1",0.134207026143271,-1.11784781709478,3.12079471332124,0.00314277552268875,0.491110447067948,-1.81617226792097
"CFAP54",0.16793560108963,2.61930399353258,3.11407065334164,0.00320216067444076,0.491110447067948,-1.77353957520989
"MRPL21",0.0538526622028453,4.76933787454523,3.11330600963188,0.0032089803210691,0.491110447067948,-1.87725466705263
"CXorf36",-0.197750046974048,-4.52852173103991,-3.11218023648784,0.00321904567298109,0.491110447067948,-2.15613821208065
"LOC100131257",0.182822193688658,-0.124882645421172,3.11177457007595,0.00322267994907217,0.491110447067948,-1.77528954640277
"TBC1D19",0.0973693287896885,2.13283037733276,3.10601991404912,0.00327465248432655,0.491110447067948,-1.77759462345819
