"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"RPPH1",-1.27234147779199,1.55692442223892,-2.52838548957474,0.0150337876541372,0.991925032723052,-4.38700521292331
"SEPT6",0.378184701038449,3.95777328594462,2.5266335359541,0.0150994062669425,0.991925032723052,-4.22237686838035
"CD48",1.04003738910244,2.26156335876921,2.52079829810505,0.0153198466487038,0.991925032723052,-4.31619632081974
"RPRML",-2.06404867001775,-2.91979092370117,-2.51013871166767,0.0157301116552555,0.991925032723052,-4.52972814355604
"GSG1L",-1.59559765812203,-2.54356134171986,-2.50961097878369,0.0157506801033941,0.991925032723052,-4.52315966444655
"C2orf71",0.887855018587275,-1.60999248256858,2.50921059232817,0.0157663015164223,0.991925032723052,-4.49068412858519
"LOC101927691",0.818455790587172,-0.690474408140989,2.50881953661003,0.0157815724754027,0.991925032723052,-4.46567187964122
"PRKCQ",0.836633331618811,-0.366296615367214,2.50802600672753,0.0158126016160028,0.991925032723052,-4.45429383003804
"PANO1",-0.766521304545141,-0.200378903221024,-2.50654444261603,0.0158706831782702,0.991925032723052,-4.46286011453862
"THRB-AS1",-0.912674675560545,-0.780499505101663,-2.50193452201842,0.0160526475085402,0.991925032723052,-4.49148229472395
"CKB",-0.689250708174728,7.0508524338303,-2.50060101464569,0.0161056364527551,0.991925032723052,-4.0850171827146
"PLEKHH3",-0.377910440766007,5.6186861037048,-2.49894887815373,0.0161715069496261,0.991925032723052,-4.14754828959465
"DUSP23",-0.68266892113306,5.57241532519748,-2.49783543756853,0.0162160376168069,0.991925032723052,-4.15250779955163
"ACAA2",0.635174107247551,2.1243039890475,2.49598099124635,0.0162904511249483,0.991925032723052,-4.34102068685111
"FCGR1A",1.07477648511087,1.66279929718554,2.49210142644203,0.0164471304588049,0.991925032723052,-4.35538991588176
"HES4",-0.642350319680447,3.62726162442255,-2.48962564182234,0.0165478307360038,0.991925032723052,-4.27560429509067
"FAM133CP",-1.22009315125066,-3.80687529283979,-2.48905734171007,0.0165710246470874,0.991925032723052,-4.5370400954043
"ARAP3",0.526754113166235,4.47845652936898,2.48741744912157,0.0166381187271394,0.991925032723052,-4.2008000882491
"FOXD1",-1.88634857758303,-2.69961249235867,-2.48679581464061,0.0166636164625933,0.991925032723052,-4.53087439937621
"KRT17",-1.04174719179755,7.47533825564645,-2.48530999945016,0.0167247042234225,0.991925032723052,-4.08381874919008
"CD28",1.4130971599419,-1.76062998328782,2.4844765571802,0.0167590592258603,0.991925032723052,-4.48829453729376
"PIK3CD-AS2",-1.15213744547698,-0.337085496546492,-2.47958269374349,0.016962082094009,0.991925032723052,-4.47413714971882
"HELB",1.21671560796482,0.216332036670485,2.47726887232775,0.0170588458327479,0.991925032723052,-4.4100657707449
"PRR36",-0.755896652933647,0.310113488090801,-2.4767106230851,0.0170822665724364,0.991925032723052,-4.44735153946094
"LRRC66",1.23992310371265,-1.65733740469436,2.47537696253673,0.0171383369153552,0.991925032723052,-4.49136120889875
"HSF4",-0.540858054093184,3.18208232294372,-2.46693489439818,0.0174971493654447,0.991925032723052,-4.31259462096386
"LPXN",0.526504466214521,3.37617841351941,2.46293445443118,0.0176695450158464,0.991925032723052,-4.27739422923763
"KIFC2",-0.485591430403424,3.26307462742501,-2.46204343130931,0.0177081517960174,0.991925032723052,-4.31182702420058
"ZNF556",1.15869061431576,-1.66233748177504,2.46104923326504,0.0177513191623238,0.991925032723052,-4.48527113951622
"EMC9",-0.574295370796715,3.78621420874332,-2.45921961133072,0.0178310091565107,0.991925032723052,-4.27694820434536
"FAM74A1",-1.65981851273637,-2.01546555117616,-2.45763464293201,0.0179003048486705,0.991925032723052,-4.518916372809
"FREM1",-1.80721039511691,-3.39562238327831,-2.45678047686127,0.0179377504749993,0.991925032723052,-4.5403532322709
"SCARF1",1.10905296136998,2.92391549754047,2.45624098583461,0.0179614376441806,0.991925032723052,-4.28718626540549
